Parcel,Crop,Area (ha),NDVI,NDRE,Vigor Z,Heterog.,Runoff,Conf.,Risk Score,Risk Level
LPIS-61623971921_17A,Ley / Grass,0.8500000238418579,0.853,0.592,,7.6,40,0.59,44.2,Moderate
LPIS-61734025203_2A,Unknown,0.8500000238418579,0.689,0.462,,29.8,70,0.79,31.1,Moderate
LPIS-61634029199_5B,Maize,0.8500000238418579,0.721,0.473,,8.3,70,0.65,38.2,Moderate
LPIS-61613978280_76A,Ley / Grass,0.8500000238418579,0.815,0.533,,12,40,0.64,36.9,Moderate
LPIS-61763944012_65A,Ley / Grass,0.8500000238418579,0.491,0.296,,17.5,40,0.67,17.4,Low
LPIS-61693952675_38A,Ley / Grass,0.8500000238418579,0.671,0.449,,15,40,0.62,17.9,Low
LPIS-61683983826_29A,Fallow,0.8500000238418579,0.785,0.529,,15.4,40,0.56,29.4,Low
LPIS-61723935840_7A,Ley / Grass,0.8399999737739563,0.745,0.467,,8.1,40,0.54,23.2,Low
LPIS-61604063924_49A,Ley / Grass,0.8399999737739563,0.698,0.49,,21,40,0.67,18.9,Low
LPIS-61743928214_178A,Unknown,0.8399999737739563,0.672,0.427,,12.9,70,0.62,28.1,Low
LPIS-61634041338_25A,Ley / Grass,0.8399999737739563,0.694,0.468,,10.1,70,0.49,28.3,Low
LPIS-61734016935_6A,Ley / Grass,0.8399999737739563,0.638,0.415,,18.1,40,0.65,18,Low
LPIS-61663971460_6A,Ley / Grass,0.8399999737739563,0.796,0.53,,9,15,0.81,24.3,Low
LPIS-61624033959_5A,Ley / Grass,0.8399999737739563,0.814,0.557,,19,40,0.68,37.8,Moderate
LPIS-61623995758_45A,Ley / Grass,0.8399999737739563,0.808,0.556,,18.7,40,0.67,36.8,Moderate
LPIS-61664002778_7A,Ley / Grass,0.8399999737739563,0.762,0.503,,11.8,70,0.51,38,Moderate
LPIS-61703998326_5A,Ley / Grass,0.8399999737739563,0.624,0.399,,30.1,40,0.76,19.1,Low
LPIS-61713925596_9A,Ley / Grass,0.8399999737739563,0.616,0.386,,17.8,40,0.81,17.7,Low
LPIS-61673957737_2A,Ley / Grass,0.8399999737739563,0.696,0.488,,4.8,70,0.82,28.1,Low
LPIS-61723951422_17A,Unknown,0.8399999737739563,0.767,0.534,,11.4,40,1,35,Moderate
LPIS-61494009084_10A,Ley / Grass,0.8399999737739563,0.596,0.388,,24.9,40,0.59,18.7,Low
LPIS-61673915983_14A,Ley / Grass,0.8399999737739563,0.781,0.521,,7.3,40,0.94,30.3,Moderate
LPIS-61684037106_6A,Unknown,0.8399999737739563,0.555,0.393,,34.8,40,0.69,20.4,Low
LPIS-61443987239_7A,Fallow,0.8399999737739563,0.691,0.515,,20.2,15,0.64,10.4,Low
LPIS-61663996729_97A,Ley / Grass,0.8399999737739563,0.766,0.493,,10.2,15,0.86,18.6,Low
LPIS-61723950508_2A,Unknown,0.8299999833106995,0.664,0.458,,13.9,40,0.94,18.1,Low
LPIS-61514030837_15A,Spring Barley,0.8299999833106995,0.708,0.521,,13.5,15,0.61,9.6,Low
LPIS-61823988291_176A,Ley / Grass,0.8299999833106995,0.655,0.436,,23.5,70,0.56,29.5,Low
LPIS-61743986459_24A,Unknown,0.8299999833106995,0.802,0.529,,11.5,40,0.72,41.9,Moderate
LPIS-61723934646_6A,Ley / Grass,0.8299999833106995,0.764,0.494,,7.1,40,0.61,27,Low
LPIS-61714022357_13A,Ley / Grass,0.8299999833106995,0.465,0.293,,11.6,40,0.67,17.1,Low
LPIS-61693948296_80C,Ley / Grass,0.8299999833106995,0.593,0.376,,36.3,15,0.58,10.6,Low
LPIS-61723934969_5A,Ley / Grass,0.8299999833106995,0.756,0.492,,7.3,40,0.86,25.5,Low
LPIS-61524031044_11A,Ley / Grass,0.8299999833106995,0.777,0.551,,4.8,40,0.86,29.9,Low
LPIS-61694006442_4A,Fallow,0.8299999833106995,0.8,0.525,,7.3,70,0.71,41.9,Moderate
LPIS-61763965233_4A,Ley / Grass,0.8299999833106995,0.783,0.515,,9.8,40,0.69,30.9,Moderate
LPIS-61613981106_6A,Ley / Grass,0.8299999833106995,0.787,0.523,,13.2,15,0.62,23.1,Low
LPIS-61693924225_8A,Ley / Grass,0.8199999928474426,0.583,0.366,,7.6,40,0.66,16.7,Low
LPIS-61573966682_222A,Ley / Grass,0.8199999928474426,0.803,0.558,,22.1,40,0.3,36.2,Moderate
LPIS-61713972826_10A,Ley / Grass,0.8199999928474426,0.737,0.479,,10.4,70,0.49,33.1,Moderate
LPIS-61684031954_9A,Ley / Grass,0.8199999928474426,0.608,0.398,,20.4,40,0.71,18.3,Low
LPIS-61634063207_133A,Winter Wheat,0.8199999928474426,0.676,0.498,,32.1,40,0.58,20.5,Low
LPIS-61624008451_4A,Ley / Grass,0.8199999928474426,0.708,0.468,,14.9,40,0.44,17.8,Low
LPIS-61703928209_18A,Ley / Grass,0.8199999928474426,0.669,0.431,,20.8,15,0.6,9.2,Low
LPIS-61673947349_71A,Fallow,0.8199999928474426,0.831,0.567,,7.5,15,0.67,28.1,Low
LPIS-61534035054_4A,Ley / Grass,0.8199999928474426,0.702,0.464,,17.5,40,0.71,18.1,Low
LPIS-61573965901_17C,Fallow,0.8199999928474426,0.811,0.537,,4,15,0.28,23.8,Low
LPIS-61713930197_12A,Ley / Grass,0.8199999928474426,0.757,0.507,,23.1,70,0.75,38.2,Moderate
LPIS-61513962158_5C,Spring Barley,0.8199999928474426,0.719,0.482,,17.7,15,0.48,9.2,Low
LPIS-61614054611_15B,Ley / Grass,0.8199999928474426,0.436,0.295,,54.9,15,0.64,13,Low
LPIS-61713989753_12A,Winter Wheat,0.8199999928474426,0.799,0.624,,4.3,15,0.71,12.6,Low
LPIS-61733975752_15A,Unknown,0.8199999928474426,0.62,0.371,,29.5,40,0.89,18.5,Low
LPIS-61624059525_31A,Ley / Grass,0.8199999928474426,0.699,0.455,,10.8,70,0.52,28.1,Low
LPIS-61624027744_15A,Ley / Grass,0.8199999928474426,0.723,0.484,,7.7,40,0.66,19.6,Low
LPIS-61723956918_33A,Ley / Grass,0.8199999928474426,0.757,0.495,,6.1,40,0.92,25.7,Low
LPIS-61493997719_65A,Rapeseed,0.8100000023841858,0.782,0.584,,18.5,15,0.47,14.6,Low
LPIS-61484023905_13A,Fallow,0.8100000023841858,0.764,0.522,,15,15,0.65,16.6,Low
LPIS-61813970730_118A,Ley / Grass,0.8100000023841858,0.692,0.466,,26,70,0.42,29.9,Low
LPIS-61623950942_41A,Ley / Grass,0.8100000023841858,0.481,0.314,,16.2,40,0.69,17.9,Low
LPIS-61734020472_2A,Unknown,0.8100000023841858,0.68,0.438,,16.7,40,0.61,17.8,Low
LPIS-61713933293_5A,Fallow,0.8100000023841858,0.705,0.489,,15.9,40,0.51,18.3,Low
LPIS-61714021348_11A,Winter Wheat,0.8100000023841858,0.597,0.399,,10.1,40,0.71,17.4,Low
LPIS-61563979520_4A,Ley / Grass,0.8100000023841858,0.886,0.617,,2.8,40,0.59,49.7,Moderate
LPIS-61554026375_13A,Ley / Grass,0.8100000023841858,0.703,0.509,,5.7,70,0.59,28.4,Low
LPIS-61633992801_38A,Ley / Grass,0.8100000023841858,0.838,0.577,,12.3,15,0.43,32.7,Moderate
LPIS-61713928297_15A,Ley / Grass,0.8100000023841858,0.726,0.452,,12.1,40,0.62,20,Low
LPIS-61694008630_73A,Ley / Grass,0.8100000023841858,0.776,0.501,,14.5,70,0.86,40.7,Moderate
LPIS-61703942501_8A,Ley / Grass,0.8100000023841858,0.647,0.415,,12.5,70,0.67,28.1,Low
LPIS-61713960523_5A,Ley / Grass,0.8100000023841858,0.719,0.453,,10.8,40,0.69,18.8,Low
LPIS-61574043181_13A,Ley / Grass,0.8100000023841858,0.694,0.462,,18.2,15,0.4,9.2,Low
LPIS-61674021206_2A,Unknown,0.8100000023841858,0.662,0.397,,17.2,40,0.64,17.3,Low
LPIS-61554021572_1C,Fallow,0.8100000023841858,0.7,0.493,,12.2,40,0.86,18.1,Low
LPIS-61514002704_16A,Ley / Grass,0.800000011920929,0.754,0.51,,13.3,70,0.79,36.8,Moderate
LPIS-61584052423_10A,Ley / Grass,0.800000011920929,0.774,0.514,,20,40,0.46,30.3,Moderate
LPIS-61564035567_154A,Ley / Grass,0.800000011920929,0.724,0.465,,12,15,0.65,10.9,Low
LPIS-61724019038_23A,Unknown,0.800000011920929,0.711,0.48,,18.6,40,0.91,23.8,Low
LPIS-61513957282_62A,Fallow,0.800000011920929,0.611,0.467,,77.1,40,0.39,30.3,Moderate
LPIS-61484025523_81A,Ley / Grass,0.800000011920929,0.723,0.48,,20.2,40,0.47,20.8,Low
LPIS-61723930531_2A,Oats,0.800000011920929,0.811,0.57,,4.2,40,1,29.8,Low
LPIS-61553985157_4A,Fallow,0.800000011920929,0.767,0.573,,25.2,15,0.59,18.9,Low
LPIS-61743994969_4A,Unknown,0.800000011920929,0.797,0.543,,9.8,70,0.73,51.8,Moderate
LPIS-61624004984_85A,Ley / Grass,0.800000011920929,0.519,0.328,,28.2,40,0.82,18.8,Low
LPIS-61534049287_1A,Ley / Grass,0.800000011920929,0.674,0.486,,24.2,15,0.61,10.5,Low
LPIS-61723934961_4A,Ley / Grass,0.800000011920929,0.78,0.496,,5.2,40,0.94,29.6,Low
LPIS-61524066909_3A,Fallow,0.800000011920929,0.744,0.495,,10.4,40,0.69,21.4,Low
LPIS-61493972724_3A,Ley / Grass,0.800000011920929,0.767,0.54,,9.2,40,0.57,28.3,Low
LPIS-61713943651_4A,Ley / Grass,0.800000011920929,0.569,0.378,,11.5,40,0.73,17.5,Low
LPIS-61734016429_3A,Ley / Grass,0.800000011920929,0.665,0.444,,25.2,40,0.59,18.9,Low
LPIS-61483963157_102A,Spring Barley,0.800000011920929,0.717,0.581,,6.3,40,0.59,18.8,Low
LPIS-61734012927_25A,Unknown,0.800000011920929,0.691,0.457,,26.3,70,0.92,30.9,Moderate
LPIS-61593998358_51A,Ley / Grass,0.800000011920929,0.606,0.387,,21.9,40,0.74,18.2,Low
LPIS-61543956748_11A,Fallow,0.800000011920929,0.652,0.417,,33.5,15,0.62,10.4,Low
LPIS-61653983727_1A,Ley / Grass,0.800000011920929,0.818,0.541,,10.1,15,0.71,28.4,Low
LPIS-61724016599_133A,Ley / Grass,0.800000011920929,0.699,0.473,,7.8,70,0.62,28.1,Low
LPIS-61574044651_36A,Fallow,0.800000011920929,0.822,0.628,,11.4,40,0.63,36.8,Moderate
LPIS-61663962068_6A,Ley / Grass,0.800000011920929,0.675,0.433,,11,70,0.69,28,Low
LPIS-61653978077_19A,Ley / Grass,0.7900000214576721,0.838,0.579,,4.2,40,0.75,40.9,Moderate
LPIS-61574079501_38A,Ley / Grass,0.7900000214576721,0.593,0.372,,32.1,15,0.57,10.1,Low
LPIS-61663956108_5A,Ley / Grass,0.7900000214576721,0.721,0.456,,21.4,70,0.7,31,Moderate
LPIS-61664012207_4A,Ley / Grass,0.7900000214576721,0.789,0.54,,9.1,70,0.57,43,Moderate
LPIS-61614046160_29C,Ley / Grass,0.7900000214576721,0.541,0.372,,41.3,40,0.78,20.8,Low
LPIS-61453996376_27A,Ley / Grass,0.7900000214576721,0.589,0.398,,21.1,40,0.54,18.6,Low
LPIS-61684008060_402A,Fallow,0.7900000214576721,0.678,0.447,,32,40,0.55,19.5,Low
LPIS-61614044562_14A,Ley / Grass,0.7900000214576721,0.641,0.412,,26.4,15,0.91,9.8,Low
LPIS-61674015490_2A,Ley / Grass,0.7900000214576721,0.802,0.538,,11.9,95,0.51,54.6,Moderate
LPIS-61543933393_12J,Spring Barley,0.7900000214576721,0.716,0.507,,8.9,40,0.44,17.8,Low
LPIS-61683939777_41A,Ley / Grass,0.7900000214576721,0.691,0.45,,8.1,40,0.71,17,Low
LPIS-61823956276_4A,Ley / Grass,0.7900000214576721,0.595,0.384,,25.4,70,0.65,29.5,Low
LPIS-61723982425_29A,Ley / Grass,0.7799999713897705,0.668,0.432,,7.8,15,0.89,7.9,Low
LPIS-61683962266_10B,Ley / Grass,0.7799999713897705,0.739,0.491,,16.2,40,0.71,23.4,Low
LPIS-61554064417_11A,Ley / Grass,0.7799999713897705,0.71,0.484,,3.4,40,0.57,16.9,Low
LPIS-61473969157_40A,Ley / Grass,0.7799999713897705,0.696,0.472,,16.1,40,0.72,18.1,Low
LPIS-61594064308_61B,Ley / Grass,0.7799999713897705,0.709,0.461,,20.6,40,0.68,18.3,Low
LPIS-61624035597_2A,Ley / Grass,0.7799999713897705,0.66,0.438,,23.4,70,0.74,29.5,Low
LPIS-61604027986_5A,Ley / Grass,0.7799999713897705,0.774,0.51,,6.6,15,0.62,19.9,Low
LPIS-61763958649_7A,Ley / Grass,0.7799999713897705,0.702,0.468,,17.3,40,0.71,18.1,Low
LPIS-61594002153_56A,Ley / Grass,0.7799999713897705,0.618,0.403,,21.7,15,0.82,9.4,Low
LPIS-61663974841_14A,Ley / Grass,0.7799999713897705,0.712,0.463,,21.5,40,0.5,18.6,Low
LPIS-61614060740_43B,Ley / Grass,0.7799999713897705,0.735,0.507,,7.5,40,0.62,22,Low
LPIS-61613963891_59A,Fallow,0.7799999713897705,0.676,0.424,,13.3,15,0.42,8.3,Low
LPIS-61504027221_4A,Ley / Grass,0.7799999713897705,0.499,0.322,,16.1,15,0.65,8.8,Low
LPIS-61743983416_23A,Rapeseed,0.7799999713897705,0.757,0.572,,16,40,0.38,19.1,Low
LPIS-61563980984_2D,Fallow,0.7799999713897705,0.748,0.551,,10.1,15,0.08,13.8,Low
LPIS-61564054212_40B,Fallow,0.7799999713897705,0.848,0.604,,3.7,40,0.63,40.2,Moderate
LPIS-61703921838_25A,Ley / Grass,0.7699999809265137,0.653,0.406,,8,40,0.68,16.7,Low
LPIS-61713948393_8A,Winter Wheat,0.7699999809265137,0.615,0.411,,4.9,70,0.83,27.7,Low
LPIS-61724037302_28A,Unknown,0.7699999809265137,0.572,0.381,,18.2,40,0.59,18.2,Low
LPIS-61663995332_96A,Ley / Grass,0.7699999809265137,0.753,0.493,,16.2,40,0.51,25.9,Low
LPIS-61783960988_29A,Ley / Grass,0.7699999809265137,0.678,0.435,,11.5,40,0.65,17.2,Low
LPIS-61694020291_19A,Ley / Grass,0.7699999809265137,0.647,0.453,,27.6,40,0.71,19.6,Low
LPIS-61664008979_1A,Ley / Grass,0.7699999809265137,0.816,0.522,,9.5,40,0.74,36.8,Moderate
LPIS-61713939831_3A,Oats,0.7699999809265137,0.799,0.561,,5.7,40,1,28.1,Low
LPIS-61833980318_91A,Unknown,0.7699999809265137,0.712,0.479,,9.7,40,0.54,23,Low
LPIS-61564072296_13A,Ley / Grass,0.7699999809265137,0.812,0.531,,10,40,0.66,36.2,Moderate
LPIS-61693935855_20A,Ley / Grass,0.7699999809265137,0.765,0.524,,4.7,70,0.74,38,Moderate
LPIS-61534000659_25A,Fallow,0.7699999809265137,0.353,0.223,,100,40,0.55,26,Low
LPIS-61713937365_1C,Ley / Grass,0.7699999809265137,0.678,0.445,,13.8,40,0.69,17.7,Low
LPIS-61733989315_207A,Ley / Grass,0.7599999904632568,0.688,0.444,,10.8,40,0.71,17.2,Low
LPIS-61533965488_21A,Ley / Grass,0.7599999904632568,0.792,0.568,,16.6,15,0.73,24.9,Low
LPIS-61653993446_6A,Ley / Grass,0.7599999904632568,0.758,0.515,,5.6,70,0.69,36.9,Moderate
LPIS-61693965960_4A,Ley / Grass,0.7599999904632568,0.792,0.595,,22.9,40,0.61,35,Moderate
LPIS-61714021284_2A,Ley / Grass,0.7599999904632568,0.485,0.311,,10.7,70,0.67,28,Low
LPIS-61693971195_10A,Ley / Grass,0.7599999904632568,0.802,0.509,,8.1,70,0.97,44.8,Moderate
LPIS-61683922414_6A,Ley / Grass,0.7599999904632568,0.772,0.526,,18,40,0.75,29.9,Low
LPIS-61614022241_6A,Spring Barley,0.7599999904632568,0.826,0.649,,11.6,15,0.46,19.8,Low
LPIS-61663974531_4A,Ley / Grass,0.7599999904632568,0.837,0.563,,6.9,70,0.74,51.5,Moderate
LPIS-61573964056_20B,Fallow,0.7599999904632568,0.813,0.559,,5.3,15,0.06,24.7,Low
LPIS-61674029824_3A,Unknown,0.7599999904632568,0.706,0.476,,20.2,40,0.74,23,Low
LPIS-61694023206_50A,Ley / Grass,0.7599999904632568,0.817,0.564,,10,40,0.67,37.6,Moderate
LPIS-61524014915_19C,Winter Wheat,0.7599999904632568,0.815,0.585,,5.8,15,0.56,15.7,Low
LPIS-61503938752_25A,Ley / Grass,0.7599999904632568,0.699,0.476,,14.8,15,0.86,9.1,Low
LPIS-61704003751_51A,Ley / Grass,0.7599999904632568,0.752,0.518,,6.5,40,0.9,25.1,Low
LPIS-61693951057_4A,Ley / Grass,0.7599999904632568,0.72,0.468,,11,15,0.69,10.1,Low
LPIS-61723978469_3A,Spring Barley,0.75,0.765,0.565,,5.2,15,0.61,8.8,Low
LPIS-61604042757_5C,Ley / Grass,0.75,0.633,0.439,,28.4,40,0.45,19.6,Low
LPIS-61574000737_15B,Spring Barley,0.75,0.866,0.659,,11.2,15,0.78,27.5,Low
LPIS-61604027170_19A,Ley / Grass,0.75,0.814,0.546,,7.9,15,0.53,27.5,Low
LPIS-61693928578_28A,Ley / Grass,0.75,0.725,0.49,,4.7,40,0.76,19.7,Low
LPIS-61614045399_25A,Fallow,0.75,0.723,0.483,,21.4,40,0.55,18.6,Low
LPIS-61603999634_20A,Rapeseed,0.75,0.776,0.594,,33.4,40,0.57,24.2,Low
LPIS-61624036944_16A,Ley / Grass,0.75,0.657,0.416,,21.3,40,0.89,18.1,Low
LPIS-61703962624_45A,Ley / Grass,0.75,0.733,0.496,,11.9,70,0.8,32.8,Moderate
LPIS-61534042606_19A,Ley / Grass,0.75,0.605,0.389,,15.9,15,0.58,8.7,Low
LPIS-61584036678_14A,Ley / Grass,0.75,0.688,0.43,,14.3,15,0.83,8.3,Low
LPIS-61733979913_20A,Ley / Grass,0.75,0.868,0.605,,2.5,70,0.46,68.7,High
LPIS-61714022551_15A,Fallow,0.7400000095367432,0.514,0.338,,14.7,40,0.59,17.8,Low
LPIS-61823954335_3A,Ley / Grass,0.7400000095367432,0.613,0.413,,23.4,70,0.65,29.6,Low
LPIS-61733945144_21B,Ley / Grass,0.7400000095367432,0.73,0.468,,7.9,40,0.83,20.6,Low
LPIS-61674028994_81A,Fallow,0.7400000095367432,0.582,0.377,,11.5,40,0.67,17.3,Low
LPIS-61574010892_572A,Ley / Grass,0.7400000095367432,0.809,0.557,,7.5,70,0.58,46.7,Moderate
LPIS-61663985142_2A,Ley / Grass,0.7400000095367432,0.753,0.502,,23.7,40,0.45,26.8,Low
LPIS-61674035877_117C,Unknown,0.7400000095367432,0.753,0.509,,9.8,40,0.62,31.7,Moderate
LPIS-61594053870_135A,Ley / Grass,0.7400000095367432,0.763,0.491,,13.6,40,0.74,27.3,Low
LPIS-61604064689_51b,Fallow,0.7400000095367432,0.654,0.443,,26.9,40,0.71,19.2,Low
LPIS-61523981314_9E,Unknown,0.7400000095367432,0.757,0.534,,17,15,1,24.6,Low
LPIS-61674035489_104A,Unknown,0.7400000095367432,0.742,0.489,,12.4,70,0.89,40.2,Moderate
LPIS-61663965050_55A,Ley / Grass,0.7400000095367432,0.711,0.464,,9.2,40,0.49,17.2,Low
LPIS-61514043788_1A,Ley / Grass,0.7400000095367432,0.677,0.452,,23.6,40,0.68,18.8,Low
LPIS-61594001337_10A,Ley / Grass,0.7400000095367432,0.677,0.457,,21.6,15,0.73,9.7,Low
LPIS-61633972542_9C,Ley / Grass,0.7400000095367432,0.862,0.586,,3.4,40,0.54,45.1,Moderate
LPIS-61703949120_9A,Ley / Grass,0.7400000095367432,0.681,0.431,,11.8,40,0.9,17.2,Low
LPIS-61713942563_6A,Ley / Grass,0.7400000095367432,0.541,0.355,,12.4,70,0.66,28.3,Low
LPIS-61673966854_19A,Ley / Grass,0.7400000095367432,0.806,0.539,,11,70,0.72,46.1,Moderate
LPIS-61613965946_11A,Ley / Grass,0.7300000190734863,0.742,0.502,,4.8,15,0.75,14,Low
LPIS-61574066329_96A,Winter Wheat,0.7300000190734863,0.41,0.277,,63.1,40,0.69,22.8,Low
LPIS-61663967709_52A,Ley / Grass,0.7300000190734863,0.692,0.459,,7.6,40,0.71,17.1,Low
LPIS-61723958257_13A,Ley / Grass,0.7300000190734863,0.673,0.423,,13.8,70,0.81,28.1,Low
LPIS-61743996252_19A,Unknown,0.7300000190734863,0.662,0.434,,16.1,40,0.75,17.9,Low
LPIS-61654045618_7A,Unknown,0.7300000190734863,0.723,0.488,,11.5,15,0.71,16.6,Low
LPIS-61623988880_221A,Ley / Grass,0.7300000190734863,0.759,0.503,,30.8,40,0.39,28.5,Low
LPIS-61673947859_72A,Ley / Grass,0.7300000190734863,0.801,0.551,,9.4,40,0.76,34.6,Moderate
LPIS-61523997289_13B,Fallow,0.7300000190734863,0.78,0.539,,10.7,40,0.46,28.2,Low
LPIS-61693924307_6A,Ley / Grass,0.7300000190734863,0.738,0.512,,5.5,70,0.83,33.3,Moderate
LPIS-61564043867_37A,Fallow,0.7300000190734863,0.619,0.444,,37.8,15,0.47,11.8,Low
LPIS-61723930620_4A,Ley / Grass,0.7300000190734863,0.763,0.492,,4.2,40,0.96,26.4,Low
LPIS-61474019573_13C,Unknown,0.7300000190734863,0.48,0.326,,17.9,15,0.38,9.3,Low
LPIS-61683950309_3A,Ley / Grass,0.7300000190734863,0.696,0.492,,8.6,40,0.57,17.7,Low
LPIS-61763942202_64A,Ley / Grass,0.7300000190734863,0.614,0.405,,11.5,40,0.74,17.4,Low
LPIS-61584003577_22B,Fallow,0.7300000190734863,0.818,0.573,,7.3,15,0.21,25.8,Low
LPIS-61503990328_49A,Ley / Grass,0.7200000286102295,0.786,0.546,,10.2,15,0.5,23,Low
LPIS-61694005180_6A,Ley / Grass,0.7200000286102295,0.746,0.5,,32.2,40,0.69,26.3,Low
LPIS-61693913096_5A,Ley / Grass,0.7200000286102295,0.794,0.538,,7.7,70,0.56,43.8,Moderate
LPIS-61674033409_115A,Unknown,0.7200000286102295,0.573,0.376,,35,40,0.81,19.8,Low
LPIS-61484027251_22A,Ley / Grass,0.7200000286102295,0.717,0.486,,13.9,15,0.52,10.2,Low
LPIS-61713936518_37A,Ley / Grass,0.7200000286102295,0.599,0.387,,30.8,70,0.81,30,Moderate
LPIS-61663993409_92A,Ley / Grass,0.7200000286102295,0.73,0.457,,18.8,40,0.74,21.6,Low
LPIS-61553960633_9F,Fallow,0.7200000286102295,0.83,0.585,,5.5,15,0.36,28,Low
LPIS-61553984648_5A,Rapeseed,0.7200000286102295,0.737,0.552,,24.1,15,0.65,10.8,Low
LPIS-61683965723_2A,Ley / Grass,0.7200000286102295,0.651,0.438,,12.1,40,0.83,17.7,Low
LPIS-61593976105_1A,Ley / Grass,0.7200000286102295,0.7,0.487,,12.3,40,0.56,18,Low
LPIS-61713975290_5B,Spring Barley,0.7200000286102295,0.858,0.626,,9.9,15,0.67,25.3,Low
LPIS-61713925380_4A,Ley / Grass,0.7200000286102295,0.638,0.405,,16.7,40,0.69,17.7,Low
LPIS-61524040112_10B,Ley / Grass,0.7200000286102295,0.722,0.504,,26.4,15,0.64,12.6,Low
LPIS-61583978148_2A,Fallow,0.7200000286102295,0.723,0.454,,26.5,15,0.73,9.7,Low
LPIS-61524069105_2A,Ley / Grass,0.7099999785423279,0.646,0.409,,16.9,70,0.57,28.5,Low
LPIS-61593995781_2G,Fallow,0.7099999785423279,0.726,0.485,,17.3,15,0.19,9.8,Low
LPIS-61604012680_34A,Ley / Grass,0.7099999785423279,0.749,0.477,,17.9,15,0.69,16.1,Low
LPIS-61694006632_1A,Fallow,0.7099999785423279,0.795,0.524,,10.3,70,0.96,41.3,Moderate
LPIS-61624059080_15A,Ley / Grass,0.7099999785423279,0.614,0.404,,20.9,40,0.61,18.4,Low
LPIS-61574045080_21C,Ley / Grass,0.7099999785423279,0.618,0.398,,6.3,15,0.69,7.8,Low
LPIS-61663963164_5A,Ley / Grass,0.7099999785423279,0.709,0.458,,10.3,70,0.71,28,Low
LPIS-61713939644_1A,Ley / Grass,0.7099999785423279,0.762,0.485,,7.3,40,0.91,26.4,Low
LPIS-61624044910_26A,Ley / Grass,0.7099999785423279,0.722,0.475,,12.5,70,0.5,30.6,Moderate
LPIS-61544021387_7A,Ley / Grass,0.7099999785423279,0.637,0.417,,19.4,15,0.75,9.2,Low
LPIS-61604041328_20A,Ley / Grass,0.7099999785423279,0.647,0.424,,26.3,15,0.65,9.9,Low
LPIS-61524067419_5A,Ley / Grass,0.7099999785423279,0.734,0.491,,10.7,40,0.64,21.9,Low
LPIS-61674001992_2A,Ley / Grass,0.7099999785423279,0.731,0.452,,13,40,0.69,20.9,Low
LPIS-61773969253_17A,Ley / Grass,0.7099999785423279,0.672,0.45,,16.5,70,0.62,28.9,Low
LPIS-61653992243_5A,Ley / Grass,0.7099999785423279,0.752,0.527,,4.8,70,0.69,35.8,Moderate
LPIS-61733989264_28A,Ley / Grass,0.7099999785423279,0.775,0.523,,19.4,70,0.51,41.2,Moderate
LPIS-61733998002_4A,Ley / Grass,0.7099999785423279,0.748,0.481,,8,40,0.6,24,Low
LPIS-61594020960_8AA,Fallow,0.7099999785423279,0.689,0.504,,30.4,15,0.27,11.2,Low
LPIS-61713937423_21A,Rapeseed,0.7099999785423279,0.566,0.352,,25.7,40,0.86,18.4,Low
LPIS-61613970401_77A,Spring Barley,0.7099999785423279,0.675,0.452,,18.4,40,0.36,18.3,Low
LPIS-61714021970_14A,Ley / Grass,0.7099999785423279,0.453,0.283,,11.5,70,0.71,27.9,Low
LPIS-61594058635_172A,Ley / Grass,0.7099999785423279,0.74,0.469,,14.4,40,0.74,23.1,Low
LPIS-61683975332_2A,Ley / Grass,0.7099999785423279,0.572,0.374,,20.1,40,0.63,18.3,Low
LPIS-61674000391_5A,Ley / Grass,0.7099999785423279,0.772,0.479,,15.1,40,0.57,28.8,Low
LPIS-61724005009_10A,Unknown,0.7099999785423279,0.696,0.455,,12.2,40,0.83,19.8,Low
LPIS-61563991064_4A,Fallow,0.7099999785423279,0.56,0.393,,27.1,15,0.75,10.5,Low
LPIS-61564072403_11A,Ley / Grass,0.699999988079071,0.57,0.395,,8.5,40,0.88,17.6,Low
LPIS-61663969517_39C,Ley / Grass,0.699999988079071,0.576,0.364,,14.7,15,0.54,8.5,Low
LPIS-61703966704_37A,Ley / Grass,0.699999988079071,0.591,0.377,,8.6,40,0.67,16.9,Low
LPIS-61673950980_49A,Ley / Grass,0.699999988079071,0.627,0.411,,18.1,15,0.75,9.1,Low
LPIS-61663959788_1C,Spring Barley,0.699999988079071,0.72,0.477,,4.1,40,0.68,16.7,Low
LPIS-61514008266_8A,Ley / Grass,0.699999988079071,0.698,0.479,,10.9,70,0.43,28.5,Low
LPIS-61703960032_15A,Ley / Grass,0.699999988079071,0.803,0.546,,10,95,0.5,54.6,Moderate
LPIS-61524031253_26A,Ley / Grass,0.699999988079071,0.778,0.55,,5.3,40,0.64,30,Moderate
LPIS-61683966303_20A,Rapeseed,0.699999988079071,0.668,0.481,,15.1,15,0.62,9.5,Low
LPIS-61733964223_2A,Ley / Grass,0.699999988079071,0.618,0.379,,18.9,40,0.54,17.6,Low
LPIS-61604069494_5A,Ley / Grass,0.699999988079071,0.744,0.496,,14.8,40,0.61,24.2,Low
LPIS-61723930114_5A,Fallow,0.699999988079071,0.76,0.489,,6.6,40,0.83,23.7,Low
LPIS-61484023905_13B,Fallow,0.699999988079071,0.615,0.424,,52.1,15,0.71,12.9,Low
LPIS-61663954980_17A,Ley / Grass,0.6899999976158142,0.653,0.434,,9.1,40,0.91,17.3,Low
